ticker,ritter_ticker,name,first_trade,yf_first_trade,year,offer_price,adr,ritter_shares,edgar_shares,yf_shares,est_edgar,est_yf,est_ritter,mcap_listing_b,mcap_src,mcap_conf,match_method,bucket,reason,tier,spac_review
SWTX,SWTX,Springworks Therapeutics Inc,2019-09-13,nan,2019.0,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
IGMS,IGMS,IGM Biosciences Inc,2019-09-18,nan,2019.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
PING,PING,Ping Identity Holding Corp,2019-09-19,nan,2019.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
FREQ,FREQ,Frequency Therapeutics Inc,2019-10-03,nan,2019.0,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
VIE,VIE,Viela Bio Inc,2019-10-03,nan,2019.0,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
AIH,AIH,Aesthetic Medical,2019-10-25,nan,2019.0,12.0,2.0,70838671.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
OYST,OYST,Oyster Point Pharma Inc,2019-10-31,nan,2019.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
RAPT,RAPT,RAPT Therapeutics Inc,2019-10-31,nan,2019.0,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
QK,QK,Q&K Intl Grp Ltd,2019-11-05,nan,2019.0,17.0,2.0,1423860850.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
CNTG,CNTG,Centogene BV,2019-11-07,nan,2019.0,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
KRKR,KRKR,36kr Hldg Inc,2019-11-08,2019-11-08,2019.0,14.5,2.0,937358520.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
MOHO,MOHO,Ecmoho Ltd,2019-11-08,nan,2019.0,10.0,2.0,137517499.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ETNB,ETNB,89bio Inc,2019-11-11,nan,2019.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
OCFT,OCFT,OneConnect Finl Tech Co Ltd,2019-12-13,nan,2019.0,10.0,2.0,1097320664.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
MKD,MKD,Molecular Data,2019-12-30,nan,2019.0,5.38,2.0,345127024.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
IMAB,IMAB,I-MAB,2020-01-17,nan,2020.0,14.0,2.0,131239439.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
LIZI,LIZI,Lizhi Inc,2020-01-17,nan,2020.0,11.0,2.0,914661090.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
DNK,DNK,Phoenix Tree Holdings Ltd,2020-01-17,nan,2020.0,13.5,2.0,1825796852.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ONEM,ONEM,1Life Healthcare Inc,2020-01-31,nan,2020.0,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
CSPR,CSPR,Casper Sleep Inc,2020-02-06,nan,2020.0,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
PPD,PPD,PPD Inc,2020-02-06,nan,2020.0,27.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
HUIZ,HUIZ,Huize Holding Ltd,2020-02-12,2020-02-12,2020.0,10.5,2.0,1038356593.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
PASG,PASG,Passage Bio Inc,2020-02-28,2020-02-28,2020.0,18.0,1.0,,45350687.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
IMRA,IMRA,Imara Inc,2020-03-12,2025-04-03,2020.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2025-04-03 != IPO 2020-03-12),,False
WIMI,WIMI,Wimi Hologram Cloud Inc,2020-04-01,2020-04-01,2020.0,5.5,2.0,118111133.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
LYRA,LYRA,Lyra Therapeutics Inc,2020-05-01,2020-05-01,2020.0,16.0,1.0,,12924563.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
AYLA,AYLA,Ayala Pharmaceuticals Inc,2020-05-08,nan,2020.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
NARI,NARI,Inari Medical Inc,2020-05-22,nan,2020.0,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
AMTI,AMTI,Applied Molecular Transport,2020-06-05,nan,2020.0,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
DADA,DADA,Dada Nexus Ltd,2020-06-05,nan,2020.0,16.0,2.0,888937017.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
RNA,RNA,Avidity Biosciences Inc,2020-06-12,2026-02-27,2020.0,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2026-02-27 != IPO 2020-06-12),,False
BNR,BNR,Burning Rock Biotech Ltd,2020-06-12,2020-06-12,2020.0,16.5,2.0,101779534.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
GBIO,GBIO,Generation Bio Co,2020-06-12,nan,2020.0,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
FMTX,FMTX,Forma Therapeutics Hldg Inc,2020-06-19,nan,2020.0,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
GTH,GTH,Genetron Hldg Ltd,2020-06-19,nan,2020.0,16.0,2.0,441810100.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
PROG,PROG,Progenity Inc,2020-06-19,nan,2020.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
RPTX,RPTX,Repare Therapeutics Inc,2020-06-19,nan,2020.0,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
AKUS,AKUS,Akouos Inc,2020-06-26,nan,2020.0,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
FUSN,FUSN,Fusion Pharmaceuticals Inc,2020-06-26,nan,2020.0,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
DNB,DNB,Dun & Bradstreet Holding,2020-07-01,nan,2020.0,22.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ACCD,ACCD,Accolade Inc,2020-07-02,nan,2020.0,22.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
BLCT,BLCT,Bluecity Hldg Ltd,2020-07-08,nan,2020.0,16.0,2.0,17825670.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
PSTX,PSTX,Poseida Therapeutics Inc,2020-07-10,nan,2020.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
QH,QH,Quhuo Ltd,2020-07-10,2020-07-10,2020.0,10.0,2.0,51906410.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
TIG,TIG,Trean Insurance Group Inc,2020-07-16,nan,2020.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
BLI,BLI,Berkeley Lights Inc,2020-07-17,nan,2020.0,22.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
PAND,PAND,Pandion Therapeutics Inc,2020-07-17,nan,2020.0,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
JAMF,JAMF,Jamf Holding Corp,2020-07-22,nan,2020.0,26.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
INZY,INZY,Inozyme Pharma Inc,2020-07-24,nan,2020.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ITOS,ITOS,iTeos Therapeutics Inc,2020-07-24,nan,2020.0,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ALVR,ALVR,Allovir Inc,2020-07-30,nan,2020.0,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
GOED,GOED,1847 Goedeker Inc,2020-07-31,nan,2020.0,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
HSAQ,HSAQ,Health Sciences Acquisitns 2,2020-08-04,nan,2020.0,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
BIGC,BIGC,BigCommerce Holdings Inc,2020-08-05,nan,2020.0,24.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
OSH,OSH,Oak Street Health Inc,2020-08-06,nan,2020.0,21.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
CMPI,CMPI,Checkmate Pharmaceuticals Inc,2020-08-07,nan,2020.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
FRLN,FRLN,Freeline Therapeutics Hldg,2020-08-07,nan,2020.0,18.0,2.0,25921158.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
CVAC,CVAC,CureVac BV,2020-08-14,nan,2020.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
DCT,DCT,Duck Creek Technologies,2020-08-14,nan,2020.0,27.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
INBX,INBX,Inhibrx Inc,2020-08-19,2024-05-29,2020.0,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2024-05-29 != IPO 2020-08-19),,False
PRFX,PRFX,PainReform Ltd,2020-09-01,2020-09-01,2020.0,8.0,1.0,,8758037.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
BCTG,BCTG,BCTG Acquisition Corp,2020-09-03,nan,2020.0,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
MTCR,MTCR,Metacrine Inc,2020-09-16,nan,2020.0,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
PTVE,PTVE,Pactiv Evergreen Inc,2020-09-17,nan,2020.0,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
SUMO,SUMO,Sumo Logic Inc,2020-09-17,nan,2020.0,22.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ATHA,ATHA,Athira Pharma Inc,2020-09-18,nan,2020.0,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
VTRU,VTRU,Vitru Ltd,2020-09-18,nan,2020.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
GRAY,GRAY,Graybug Vision Inc,2020-09-25,nan,2020.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
BQ,BQ,Boqii Holding Ltd,2020-09-30,2020-09-30,2020.0,10.0,2.0,68064761.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
CD,CD,Chindata Group Holding Ltd,2020-09-30,2015-04-08,2020.0,13.5,2.0,718459381.0,2978928849.0,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2015-04-08 != IPO 2020-09-30),,False
LXEH,LXEH,Lixiang Educ Hldg Co Ltd,2020-10-01,2020-10-01,2020.0,9.25,2.0,66667000.0,66667000.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ONCR,ONCR,Oncorus Inc,2020-10-02,nan,2020.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
KRON,KRON,Kronos Bio Inc,2020-10-09,nan,2020.0,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
SPRB,SPRB,Spruce Biosciences Inc,2020-10-09,2020-10-09,2020.0,15.0,1.0,,23214041.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
CDAK,CDAK,Codiak Biosciences Inc,2020-10-14,nan,2020.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ALGS,ALGS,Aligos Therapeutics Inc,2020-10-16,2020-10-16,2020.0,15.0,1.0,,38117910.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
EAR,EAR,Eargo Inc,2020-10-16,nan,2020.0,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
KRBP,KRBP,Kiromic Biopharma Inc,2020-10-16,nan,2020.0,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
MSP,MSP,Datto Holding Corp,2020-10-21,nan,2020.0,27.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
GLTO,GLTO,Galecto Inc,2020-10-29,nan,2020.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
LESL,LESL,Leslies Inc,2020-10-29,2020-10-29,2020.0,17.0,1.0,,186873341.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
SQZ,SQZ,SQZ Biotechnologies Co,2020-10-30,nan,2020.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
NGMS,NGMS,Neogames,2020-11-19,nan,2020.0,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
YSG,YSG,Yatsen Hldg Ltd,2020-11-19,2020-11-19,2020.0,10.5,2.0,2661923763.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
LSAQ,LSAQ,Lifesci Acquisition II Corp,2020-11-20,nan,2020.0,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
OZON,OZON,Ozon Holdings PLC,2020-11-24,nan,2020.0,30.0,2.0,179230154.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
VMAR,VMAR,Vision Marine Technologies Inc,2020-11-24,2020-11-24,2020.0,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
KNTE,KNTE,Kinnate Biopharma Inc,2020-12-03,nan,2020.0,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
YQ,YQ,17 Educ & Tech Grp Inc,2020-12-04,2020-12-04,2020.0,10.5,2.0,469665070.0,480183070.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
SGTX,SGTX,Sigilon Therapeutics Inc,2020-12-04,nan,2020.0,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
SBTX,SBTX,Silverback Therapeutics Inc,2020-12-04,nan,2020.0,21.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
HYFM,HYFM,Hydrofarm Holdings Group Inc,2020-12-10,2020-12-10,2020.0,20.0,1.0,,39799666.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
BCAB,BCAB,BioAtla Inc,2020-12-16,2020-12-16,2020.0,18.0,1.0,,32171560.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
VIRI,VIRI,Virios Therapeutics LLC,2020-12-17,nan,2020.0,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
GRCL,GRCL,Gracell Biotechnologies Inc,2021-01-08,nan,2021.0,19.0,2.0,327815996.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
KUKE,KUKE,Kuke Music Holding Ltd,2021-01-12,nan,2021.0,10.0,2.0,29566723.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
MYTE,MYTE,MYT Netherlands Parent BV,2021-01-21,nan,2021.0,26.0,2.0,85783253.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
AGFY,AGFY,Agrify Corp,2021-01-28,nan,2021.0,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
OCDX,OCDX,Ortho Clinical Diagnostics,2021-01-28,nan,2021.0,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
HMPT,HMPT,Home Point Capital Inc,2021-01-29,nan,2021.0,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ONTF,ONTF,ON24 Inc,2021-02-03,nan,2021.0,50.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ATC,ATC,Atotech Ltd,2021-02-04,2026-05-13,2021.0,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2026-05-13 != IPO 2021-02-04),,False
LABP,LABP,Landos Biopharma Inc,2021-02-04,nan,2021.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
SNSE,SNSE,Sensei Biotherapeutics Inc,2021-02-04,2021-02-04,2021.0,19.0,1.0,,30588495.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ANGN,ANGN,Angion Biomedica Corp,2021-02-05,nan,2021.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
BOLT,BOLT,Bolt Biotherapeutics Inc,2021-02-05,2021-02-05,2021.0,20.0,1.0,,36338130.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
LHDX,LHDX,Lucira Health Inc,2021-02-05,nan,2021.0,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
RAAS,RAAS,Cloopen Group Holding Ltd,2021-02-09,nan,2021.0,16.0,2.0,319690602.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
VLON,VLON,Vallon Pharms Inc,2021-02-10,nan,2021.0,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
APR,APR,Apria Inc,2021-02-11,nan,2021.0,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
DBTX,DBTX,Decibel Therapeutics Inc,2021-02-12,nan,2021.0,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
NEXI,NEXI,NexImmune Inc,2021-02-12,2021-02-12,2021.0,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
VRPX,VRPX,Virpax Pharmaceuticals Inc,2021-02-17,2021-02-17,2021.0,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
FHS,FHS,First High-School Educ Grp Co,2021-03-11,nan,2021.0,10.0,2.0,86838700.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
JOAN,JOAN,JOANN Inc,2021-03-12,nan,2021.0,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
LBPH,LBPH,Longboard Pharmaceuticals Inc,2021-03-12,nan,2021.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
RXDX,RXDX,Prometheus Biosciences Inc,2021-03-12,nan,2021.0,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
NAPA,NAPA,Duckhorn Portfolio Inc,2021-03-18,nan,2021.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
FNCH,FNCH,Finch Therapeutics Group Inc,2021-03-19,nan,2021.0,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
TIL,TIL,Instil Bio Inc,2021-03-19,2021-03-19,2021.0,20.0,1.0,,128743123.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
DSEY,DSEY,Diversey Holdings Ltd,2021-03-25,nan,2021.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
LVTX,LVTX,Lava Therapeutics BV,2021-03-25,nan,2021.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
OLK,OLK,Olink Holding AB,2021-03-25,nan,2021.0,20.0,2.0,119007062.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
HYW,HYW,Hywin Holding Ltd,2021-03-26,nan,2021.0,10.0,2.0,56000000.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
IKNA,IKNA,Ikena Oncology Inc,2021-03-26,nan,2021.0,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ZH,ZH,Zhihu Inc,2021-03-26,2021-03-26,2021.0,9.5,2.0,280752684.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
TWOA,TWOA,two,2021-03-30,nan,2021.0,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ACHL,ACHL,Achilles Therapeutics PLC,2021-03-31,nan,2021.0,18.0,2.0,40621751.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
RPHM,RPHM,Reneo Pharmaceuticals Inc,2021-04-09,nan,2021.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
VECT,VECT,VectivBio Holding AG,2021-04-09,nan,2021.0,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
AGL,AGL,agilon health inc,2021-04-15,2021-04-15,2021.0,23.0,1.0,,390832560.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
AKYA,AKYA,Akoya Biosciences Inc,2021-04-16,nan,2021.0,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
ZY,ZY,Zymergen Inc,2021-04-22,nan,2021.0,31.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
IMPL,IMPL,Impel NeuroPharma Inc,2021-04-23,nan,2021.0,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing),,False
